@relation 'spoken_letters_617_attributes-weka.filters.unsupervised.attribute.Remove-V-R1,11,14,17,22,30,41,45,48,52,68,70,101,106,107,118,132,138,144,148,165,169,171,172,173,174,181,182,184,189,199,201,204,212,213,225,228,231,234,235,238,254,257,259,261,297,298,321,322,323,326,330,337,345,351,354,358,359,363,386,390,392,395,397,411,414,415,416,418,420,422,427,429,430,431,433,436,438,439,451,453,455,458,460,461,462,473,474,480,481,488,489,494,515,516,520,525,541,547,548,553,554,557,573,574,575,578,579,580,581,582,583,584,618'

@attribute f1 numeric
@attribute f11 numeric
@attribute f14 numeric
@attribute f17 numeric
@attribute f22 numeric
@attribute f30 numeric
@attribute f41 numeric
@attribute f45 numeric
@attribute f48 numeric
@attribute f52 numeric
@attribute f68 numeric
@attribute f70 numeric
@attribute f101 numeric
@attribute f106 numeric
@attribute f107 numeric
@attribute f118 numeric
@attribute f132 numeric
@attribute f138 numeric
@attribute f144 numeric
@attribute f148 numeric
@attribute f165 numeric
@attribute f169 numeric
@attribute f171 numeric
@attribute f172 numeric
@attribute f173 numeric
@attribute f174 numeric
@attribute f181 numeric
@attribute f182 numeric
@attribute f184 numeric
@attribute f189 numeric
@attribute f199 numeric
@attribute f201 numeric
@attribute f204 numeric
@attribute f212 numeric
@attribute f213 numeric
@attribute f225 numeric
@attribute f228 numeric
@attribute f231 numeric
@attribute f234 numeric
@attribute f235 numeric
@attribute f238 numeric
@attribute f254 numeric
@attribute f257 numeric
@attribute f259 numeric
@attribute f261 numeric
@attribute f297 numeric
@attribute f298 numeric
@attribute f321 numeric
@attribute f322 numeric
@attribute f323 numeric
@attribute f326 numeric
@attribute f330 numeric
@attribute f337 numeric
@attribute f345 numeric
@attribute f351 numeric
@attribute f354 numeric
@attribute f358 numeric
@attribute f359 numeric
@attribute f363 numeric
@attribute f386 numeric
@attribute f390 numeric
@attribute f392 numeric
@attribute f395 numeric
@attribute f397 numeric
@attribute f411 numeric
@attribute f414 numeric
@attribute f415 numeric
@attribute f416 numeric
@attribute f418 numeric
@attribute f420 numeric
@attribute f422 numeric
@attribute f427 numeric
@attribute f429 numeric
@attribute f430 numeric
@attribute f431 numeric
@attribute f433 numeric
@attribute f436 numeric
@attribute f438 numeric
@attribute f439 numeric
@attribute f451 numeric
@attribute f453 numeric
@attribute f455 numeric
@attribute f458 numeric
@attribute f460 numeric
@attribute f461 numeric
@attribute f462 numeric
@attribute f473 numeric
@attribute f474 numeric
@attribute f480 numeric
@attribute f481 numeric
@attribute f488 numeric
@attribute f489 numeric
@attribute f494 numeric
@attribute f515 numeric
@attribute f516 numeric
@attribute f520 numeric
@attribute f525 numeric
@attribute f541 numeric
@attribute f547 numeric
@attribute f548 numeric
@attribute f553 numeric
@attribute f554 numeric
@attribute f557 numeric
@attribute f573 numeric
@attribute f574 numeric
@attribute f575 numeric
@attribute f578 numeric
@attribute f579 numeric
@attribute f580 numeric
@attribute f581 numeric
@attribute f582 numeric
@attribute f583 numeric
@attribute f584 numeric
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26}

@data
-0.355,-0.6308,-0.3712,-0.1196,0.7688,0.4726,-0.5798,-0.5176,-0.3346,0.0856,0.385,-0.3532,-0.2744,-0.5396,-0.6574,0.5322,0.2862,-0.606,-0.458,-0.0438,0.1772,-0.8192,-0.6494,-0.7638,-0.727,-0.631,0.0996,0.3654,0.8892,0.904,-0.5186,-0.5834,-0.8612,-0.0926,0.0556,-0.4418,0.2558,-0.5814,-0.5814,-0.721,-0.5814,0.4884,-0.1556,0.6,0.0666,-0.4948,-0.6842,-1,-1,-1,-0.9388,-0.892,0.1726,-0.91,-1,-1,-1,-0.9366,-0.2334,-1,-1,-0.94,-0.82,0.9166,-0.8534,-1,-1,-1,-1,-1,-1,-0.8858,1,1,1,-0.8572,-1,-1,-0.5142,-1,-0.2162,-0.1172,-0.0292,-0.0548,-0.1098,-0.085,-0.6266,-0.0706,1,-0.671,0.0394,0.1448,0.421,-0.5058,-0.2068,-0.4942,0.2184,0.6322,-0.0994,-0.462,-0.2398,0.1696,0.7894,0.7778,0.8012,0.5672,-1,-1,1,-1,-1,-1,-0.6666,4
-0.2586,-0.543,-0.4068,-0.03,0.8838,0.7314,-0.624,-0.6034,-0.3926,0.2108,0.5188,-0.2978,-0.2074,-0.7384,-0.6898,0.6374,0.4654,-0.6448,-0.3458,-0.058,0.3076,-0.627,-0.7654,-0.8846,-0.7076,-0.827,-0.0576,0.1384,0.773,0.7924,-0.5512,-0.6688,-0.6644,-0.1328,-0.2156,-0.3044,0.5218,-0.3478,-0.3478,-0.3914,-0.2608,0.6956,-0.234,0.617,-0.0212,-0.6888,-0.6222,-1,-1,-1,-1,-0.9314,0.215,-0.9376,-1,-1,-1,-1,-0.4908,-1,-1,-1,-0.94,0.7966,-0.8868,-1,-1,-1,-1,-1,-1,-0.6858,1,1,1,-0.9428,-0.7142,-0.9142,-0.5714,-1,-0.1596,-0.1574,-0.1742,-0.1858,-0.155,-0.1046,-0.5866,-0.0352,1,-0.7682,0.0724,-0.0434,0.6812,-0.75,-0.6388,-0.6112,0.2638,0.6666,0.2222,-0.381,0.0318,0.508,0.6826,0.6826,0.6984,0.4126,-1,-1,1,-1,-1,-1,-0.7,4
-0.5532,-0.6684,-0.4754,-0.2622,0.6818,1,-0.5314,-0.703,-0.5344,0.1944,0.4304,-0.1298,0.1332,-0.5922,-0.6566,0.4574,0.5904,-0.3652,-0.3686,0.1058,0.5826,-0.3898,-0.752,-0.744,-0.7166,-0.7126,0.0708,0.2678,0.7402,0.8346,-0.3148,0.051,-0.5834,-0.176,0.0926,-0.1764,0.5294,-0.5686,-0.1372,-0.2156,-0.1372,0.9608,-0.6,0.2,-0.1556,-0.1882,-0.3664,-1,-1,-1,-1,-0.9154,0.7904,-0.9118,-1,-1,-1,-1,-0.9322,-1,-1,-1,-0.8734,-0.5734,-0.8534,-1,-1,-1,-1,-1,-1,-1,0.8286,1,1,-1,-0.8286,-0.6,-0.2572,-1,0.2256,0.1584,0.2226,0.2126,0.2316,0.3244,-0.72,-0.0118,0.6834,-0.353,0.1176,-0.1176,0.9412,0.341,0.0228,0.0454,1,0.4546,0.0362,-0.1566,0.0844,0.0602,0.735,0.253,0.2048,0.0602,-1,-1,1,-1,-1,-1,-0.8334,5
-0.511,-0.6584,-0.58,-0.417,0.5674,0.8526,-0.5332,-0.3786,-0.3974,0.0852,0.2716,-0.2544,-0.1836,-0.6968,-0.6794,0.4752,0.2944,-0.6,-0.3388,0.0388,-0.044,-0.7628,-0.6272,-0.6848,-0.6474,-0.6306,-0.1662,-0.1796,0.2136,0.7356,-0.3016,-0.328,-0.3916,0.2276,-0.074,-0.0492,0.4098,-0.0164,0.0164,0.082,-0.1804,1,-0.3334,0.193,-0.0526,-0.573,-0.7078,-1,-1,-1,-1,-0.9252,0.6262,-1,-1,-1,-1,-1,-0.9508,-1,-1,-1,-0.9068,-0.7868,-1,-1,-1,-1,-1,-1,-1,-1,-0.3428,1,1,-0.8858,-0.7714,-0.4858,0.6858,-1,0.26,0.2086,0.1776,0.0922,0.0716,0.1904,-0.68,0.153,1,0.1914,0.6312,1,0.532,0.494,0.735,0.976,0.494,0.265,0.1828,0.4838,0.4946,0.4946,0.6452,0.6344,0.6774,0.5376,1,-1,-1,-1,-1,-1,-1,5
-0.5702,0.2202,0.2148,0.8356,0.7824,0.5014,0.5026,0.3796,0.7058,0.7006,0.1594,0.8228,0.1924,0.5288,0.5722,0.5,0.0522,0.4454,0.6256,0.2464,0.4608,0.713,0.3956,0.5696,0.7218,0.7304,0.2218,0.2522,0.3522,-0.1478,0.9652,0.774,0.6696,0.0202,0.171,-0.7254,0.0196,0.6078,0.0588,0.0196,0.255,0.6078,-0.4616,0.1538,0.4616,0.6162,0.4546,-1,-1,-1,-1,-0.9552,0.857,-0.9074,-0.9636,-1,-1,-1,-0.98,-0.9488,-1,-1,-0.9934,-0.59,0.4132,0.4066,0.3832,0.37,0.2866,-1,-1,-1,1,1,1,-0.3142,-0.8858,-0.8,-0.3428,0.3142,1,1,1,1,1,1,-0.56,-0.4352,1,0.0968,0.7742,0.8064,0.9678,0.4418,0.4728,0.5658,0.9224,0.2558,0.6638,0.6302,0.916,1,0.8656,0.1932,0.0588,-0.126,-1,-1,1,-1,-1,-1,-0.8334,6
-0.507,0.07,0.0196,0.6302,0.7536,0.4678,0.504,0.3732,0.6948,0.684,0.2028,0.8358,0.3996,0.5508,0.5036,0.4042,0.152,0.7466,0.7696,0.3732,0.5154,0.6124,0.6124,0.6828,0.8986,0.9516,0.1806,0.348,0.5904,0.0838,1,0.7086,0.6246,-0.121,-0.1012,-0.4782,0.3914,0.3914,0.2174,-0.0434,0,0.5652,-0.579,0.1578,0.7894,0.871,0.699,-1,-1,-1,-1,-0.9476,0.6634,-0.909,-0.9532,-1,-1,-1,-0.9736,-0.9098,-1,-1,-0.9134,-0.3568,0.1966,0.1566,0.03,0.1366,0.26,-1,-1,-1,1,1,1,-0.7428,-0.8858,-0.8572,-0.7142,-0.8858,1,1,1,1,1,1,-0.5734,-0.3764,0.475,-0.6576,0.1712,0.5676,0.6936,0.0618,0.1112,0.0124,0.6296,-0.1604,0.3764,0.3548,0.5914,0.8494,0.742,0.0108,0.0108,-0.2688,-1,-1,1,-1,-1,-1,-0.8,6
-0.315,-0.619,-0.4066,-0.0806,0.7656,0.8828,-0.7128,-0.5008,-0.3034,0.4148,0.5574,-0.1766,-0.097,-0.5284,-0.5352,0.6956,0.6196,-0.5656,-0.2828,0.229,0.1762,-0.5866,-0.4264,-0.5168,-0.4148,-0.3042,0.3188,0.5488,0.936,0.9826,-0.4804,-0.6536,-0.7254,-0.1568,-0.0784,0.014,0.493,0.0422,0.0704,0.0704,0.2112,0.8874,-0.4222,0.4222,-0.2,-0.5758,-0.495,-1,-1,-1,-0.9452,-0.9324,0.8486,-0.9194,-1,-1,-0.9632,-0.9624,0.8626,-1,-1,-0.9268,0.7932,0.3232,-0.7368,-1,-1,-1,-1,-1,-1,1,0.8858,1,1,-0.8286,-0.8572,-0.8,-0.8286,-1,-0.0686,-0.0498,-0.0214,-0.0118,-0.0032,0.0892,-0.5866,-0.0236,1,-0.6062,0.1166,0.1548,0.847,-0.5524,-0.4042,-0.3784,0.6682,0.5298,-0.5958,-0.55,0.0416,0.1626,1,0.4042,0.3334,0.2708,-1,-1,1,-1,-1,-0.8,0,7
-0.3886,-0.4162,-0.171,-0.0984,0.893,1,-0.5884,-0.6616,-0.1708,0.4086,0.374,-0.3624,-0.2214,-0.6078,-0.6286,0.5988,0.3554,-0.5598,-0.4274,-0.0072,0.1946,-0.5768,-0.7406,-0.7748,-0.4744,-0.4642,0.041,0.2458,0.843,0.768,-0.721,-0.6744,-0.7572,0.0388,-0.1732,-0.4666,0.4222,-0.4666,-0.5556,-0.3778,-0.1556,0.7778,-0.2174,0.6522,-0.3044,-0.4348,-0.3696,-1,-1,-0.7142,-0.9176,-0.9234,0.464,-0.9352,-1,-1,-0.925,-0.5434,0.8426,-1,-0.9568,-0.0134,0.6066,0.3232,-0.8534,-1,-1,-1,-1,-1,-0.9428,0.6286,-0.1142,1,1,-0.9714,-0.9428,-0.5142,0,-1,-0.071,-0.0284,-0.0064,0.0148,0.0188,0.0678,-0.6266,0.0588,1,-0.683,-0.1838,0.0522,0.9932,-0.5416,-0.4308,-0.2252,0.9288,0.6574,-0.6458,-0.757,0,0.4896,1,0.4306,0.434,0.2014,-1,-1,1,-1,1,-1,0.2,7
-0.3766,-0.1604,-0.216,0.1358,0.8704,0.858,-0.2492,-0.1004,0.1004,0.6828,0.5472,0.467,0.5482,-0.4096,-0.1446,0.9096,0.6204,-0.2408,-0.1502,0.3258,0.3406,-0.4946,-0.544,-0.533,-0.3296,-0.3186,0.478,0.6704,1,0.8626,-0.3442,-0.364,-0.6262,0.2656,0.4754,-0.3192,0.6596,0.3192,0.0638,-0.1064,-0.1914,0.8724,-0.52,0.2,0.6,-0.2196,-0.3658,-1,-1,-1,-1,-0.943,0.4992,-0.8668,-0.908,-1,-1,-1,-0.943,0.281,-1,-1,-0.8668,-0.5868,-0.68,0.7666,0.6266,0.57,0.6,-1,-1,-0.9428,0.6858,1,1,-0.6572,-0.9142,-0.8286,-0.7714,-0.1714,0.7908,0.8014,0.8014,0.7958,0.7784,0.638,-0.5734,-0.4588,0.9166,-0.3334,0.1282,0.3846,1,0.0574,-0.0114,0.0114,0.816,0.1034,0.7476,0.4758,0.3204,0.4368,1,0.2622,0.0486,0.0486,-1,-1,1,-1,-1,-1,-0.8334,8
-0.5032,-0.1636,0.0566,0.327,0.9308,0.7862,-0.1222,-0.0094,-0.0408,0.7242,0.395,0.255,0.316,-0.3212,-0.145,0.7616,0.7564,-0.401,-0.1066,0.2842,0.5828,-0.1886,-0.3942,-0.4342,-0.1086,-0.2,0.2572,0.4228,1,1,-0.5428,-0.6164,-0.6,0.2408,0.5756,-0.6098,0.6098,0.1708,-0.317,-0.2682,0.0732,1,-0.4042,0.532,1,-0.3954,-0.628,-1,-1,-1,-1,-0.8998,0.6464,-0.9182,-0.9446,-1,-1,-1,-0.8116,0.049,-1,-1,-0.9,-0.3368,-0.8334,0.79,0.72,0.5866,0.4966,-1,-1,-0.5428,1,1,-0.4858,-0.4572,-0.8572,-0.2858,-0.3714,-0.8,0.9816,0.9608,0.9,0.8514,0.7978,0.5618,-0.5734,-0.4236,1,-0.4308,-0.0244,0.3658,0.8212,0.3472,0.2362,0.0834,0.9306,0.0556,0.8342,0.4342,0.4342,0.6586,0.844,0.3756,0.2488,0.1804,-1,-1,1,-0.8,-1,-1,-0.6666,8
-0.494,0.8448,0.599,0.0572,0.1694,0.4558,0.9866,0.8286,0.1604,0.0222,-0.0046,0.4228,0.424,0.8266,0.7254,0.7422,0.2986,0.2512,0.4408,0.9952,0.5746,-0.1712,-0.2886,-0.2934,-0.2444,-0.1614,0.4622,0.7114,0.9096,0.6992,-0.2302,-0.3128,-0.6116,-0.1752,-0.1478,-0.5556,0.0222,0.5556,1,0.9556,0.6888,0.3334,-0.6,-0.2444,0.2,0.8682,0.934,-1,-1,-1,-1,-0.9376,0.251,-0.9428,-1,-1,-1,-1,-0.8704,-1,-1,-1,-0.94,-0.0534,-0.8268,-1,-1,-1,-1,-1,-1,-0.0858,1,1,0.4858,-0.8572,-0.0572,-0.3714,0.4858,-1,1,1,1,1,1,1,-0.5866,0.353,1,-0.4172,0.5762,0.3908,0.735,-0.0344,0.4758,0.4896,0.2276,0.7104,0.3818,0.6364,0.4304,0.5152,0.3818,0.4424,0.2,-0.0304,-1,-1,1,-1,-1,-1,-0.7,9
-0.5928,1,0.265,-0.135,-0.118,0.024,0.944,0.8348,0.2072,0.1156,0.0188,0.4082,0.2258,0.853,0.8346,0.5196,0.3324,0.5418,0.57,0.819,0.805,0.1484,-0.2024,-0.2834,-0.0104,0.0374,0.919,0.859,1,0.4992,-0.274,-0.3184,-0.5616,0.2124,0.4006,-0.6444,-0.2,0.5556,0.8222,1,0.2,0.1556,-0.6956,-0.2174,0,0.8298,0.8086,-1,-1,-1,-1,-0.9292,0.4524,-0.926,-1,-1,-1,-1,-0.9716,-1,-1,-1,-0.9934,-0.7068,-0.8068,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.7714,-0.4286,-0.6858,-0.3714,-1,1,1,1,1,1,1,-0.5334,0.2824,0.6834,-0.4782,0.6086,0.2608,0.3914,0.4468,0.7234,0.3618,0.383,0.1914,0.4956,0.8782,0.1304,0.1652,0.426,0.0782,0.0086,-0.0608,-1,-1,1,-1,-1,-1,-0.8334,9
-0.3292,-0.0126,0.1128,0.4828,0.7806,0.6364,0.1916,0.2784,0.4098,0.8434,0.579,0.613,0.8398,0.0314,0.0314,0.9028,0.4748,-0.0776,0.1374,0.6054,0.6356,-0.3446,-0.3262,-0.5436,-0.4334,-0.2558,0.4518,0.654,0.997,0.66,-0.329,-0.4254,-0.715,-0.25,-0.079,-0.1892,0.7298,-0.1352,-0.4594,-0.4594,-0.081,1,-0.4736,0.7894,0.2632,-0.0834,-0.1876,-1,-1,-1,-0.9778,-0.9524,0.512,-0.9608,-1,-1,-0.9634,-0.955,1,-1,-1,-0.9334,0.74,0.3632,-0.86,-1,-1,-1,-1,-1,-1,1,1,1,1,-0.8858,-0.9714,-0.4858,-0.5142,-1,0.547,0.6196,0.7734,0.9576,1,0.8538,-0.5866,0.1648,1,-0.4682,0.1228,0.1818,0.9454,-0.4262,-0.242,-0.0364,0.91,0.6916,-0.4702,-0.4456,0.3142,0.5812,0.9918,0.3716,0.3634,0.3018,-1,-1,1,-1,-1,-1,-0.1666,10
-0.4322,-0.1574,0.1972,0.9276,0.8048,0.8444,0.132,0.2884,0.6718,0.7516,0.448,0.6098,0.7506,0.075,-0.0214,0.6998,0.4882,0.0414,0.1894,0.9674,0.4562,-0.1374,-0.2468,-0.3812,-0.2532,-0.1344,0.7594,0.8406,0.8032,0.7438,0,-0.5284,-0.75,0.017,0.1932,-0.4146,0.6586,0.0732,-0.122,-0.2682,-0.0732,0.2682,-0.4042,0.7022,0.7022,0.0834,-0.0416,-1,-1,-1,-0.9646,-0.9008,0.4902,-1,-1,-1,-1,-0.9656,1,-1,-1,-0.8868,0.64,0.2366,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-0.4,-0.9428,-0.8,0.1142,-1,0.7432,0.7798,0.8702,1,1,1,-0.6,0.0824,1,-0.6048,0.0146,0.0926,1,-0.6168,-0.5982,-0.1542,1,0.4766,0.0716,-0.2,0.6692,0.763,0.8716,0.4914,0.3284,0.4074,-1,-1,1,-0.8,-1,-1,-0.2,10
-0.505,0.0168,0.2592,0.5354,0.9326,0.7004,0.1124,0.1416,0.2554,0.9474,0.3678,0.7264,0.6168,-0.0904,-0.109,1,0.6274,-0.2388,0.0478,0.4714,0.6318,-0.3522,-0.4372,-0.4018,-0.1894,-0.2212,0.4726,0.5894,0.777,0.8478,-0.0352,-0.3398,-0.6054,-0.0704,0,-0.4782,0.4348,0.2608,0.174,-0.0434,0.3044,0.5652,-0.5918,0.1836,0.5918,-0.204,-0.3062,-1,-1,-1,-0.9642,-0.9164,0.104,-0.9454,-1,-1,-0.9794,-0.975,-0.6672,-1,-1,-0.9068,0.4266,-0.2768,-0.2276,-1,-1,-1,-1,-1,-1,1,0.3142,1,1,-0.8286,-0.9142,-0.7142,-0.7142,-1,1,1,1,1,1,0.99,-0.6534,-0.047,1,-0.7482,0.2684,0.2066,1,-0.41,-0.1324,-0.1106,0.7266,0.449,0.3486,0.3362,0.2652,0.691,0.737,0.3278,0.332,0.2108,-1,-1,1,-0.8,-1,-0.6,-0.0334,11
-0.4756,0.002,0.2994,0.4638,0.8786,0.7338,0.1874,0.3206,0.4984,1,0.6466,0.705,0.86,-0.0228,-0.0716,0.9186,0.4554,-0.024,0.0958,0.5342,0.4356,-0.2614,-0.4696,-0.5454,-0.409,-0.284,0.4356,0.5682,0.8522,0.6326,-0.1428,-0.4878,-0.6604,-0.461,-0.1536,-0.3334,0.6924,0.5384,0.2308,0.0256,0.3334,0.6924,-0.5814,0.2558,0.814,0,-0.2954,-1,-1,-1,-0.9694,-0.9466,0.7862,-0.9504,-1,-1,-0.9764,-0.9758,-0.7968,-1,-1,-0.9534,0.3732,0.1566,-0.82,-1,-1,-1,-1,-1,-1,1,-0.5142,1,1,-0.8286,-0.9142,-0.5142,-0.3142,-1,1,1,1,1,1,0.9744,-0.5866,-0.0588,1,-0.5642,0.2924,0.323,1,-0.0538,-0.26,-0.0024,0.7142,0.3302,-0.0986,0.0774,0.2374,0.7386,0.8826,0.088,0.2746,0.3654,-1,-1,1,-1,-1,-0.8,-0.1,11
-0.3846,0.3126,0.4436,0.8462,0.784,0.5058,0.803,0.7512,0.8998,0.3086,0.1492,0.721,0.3426,0.8918,0.7088,-0.4508,0.2012,0.6642,-0.343,-0.427,0.7534,0.5686,0.057,-0.2296,-0.55,-0.664,-0.6394,-0.6888,-0.8152,-0.205,1,0.5336,-0.3604,-0.424,-0.6466,-0.4858,0.6,0.9428,0.3142,0.2,0.4286,0.4286,-0.6,0.04,0.4,0.8198,0.7838,-1,-1,-1,-1,-0.7942,0.7154,-0.9234,-1,-1,-1,-1,-0.634,-1,-1,-1,-0.92,-0.1568,-0.83,-1,-1,-1,-1,-1,-1,-0.9142,1,1,-0.5428,-0.1714,-0.6858,-0.5428,-0.6286,-1,1,1,1,1,1,1,-0.5734,0.047,1,-0.4498,0.418,0.926,0.8202,0.459,0.3852,0.4426,0.9016,0.1476,0.7652,0.615,0.6244,0.831,1,-0.1738,-0.2488,-0.2206,-1,-1,1,-0.4,-1,-1,-0.6,12
-0.4696,0.1666,0.284,0.6326,0.803,0.7084,0.5908,0.695,0.9652,0.4788,0.196,0.6902,0.3558,0.7014,0.9502,-0.3382,0.2416,0.9776,-0.2992,-0.4688,0.8462,0.7726,0.1638,-0.2208,-0.3646,-0.4348,-0.6822,-0.6388,-0.5686,0.3746,1,0.5914,-0.5866,-0.3076,-0.6058,-0.5,0.6666,0.6666,0.2084,0.2084,0.2916,0.4584,-0.4782,0.174,0.8696,0.75,0.575,-1,-1,-1,-1,-0.59,0.5846,-0.9258,-1,-1,-1,-1,-0.6932,-1,-1,-1,-0.38,-0.3068,-0.7868,-1,-1,-1,-1,-1,-1,1,0.6572,0.4,-0.4,-0.2572,-0.7142,-0.6858,-0.4,-1,1,1,1,1,1,1,-0.5734,0,0.2334,-0.468,0.1986,0.5744,0.7446,0.6064,0.4604,0.3588,0.8476,0.1238,0.6262,0.5964,0.7388,1,0.543,0.0326,0.009,-0.46,-1,-1,1,-0.4,-1,-1,-0.4,12
-0.3892,-0.231,-0.1234,0.3354,0.9018,0.6488,0.3212,0.2478,0.636,0.8594,0.4272,0.9624,0.991,0.7902,0.937,-0.0734,0.8264,1,0.0944,-0.268,0.8256,0.5794,0.9686,0.8344,0.5392,0.4004,-0.2484,-0.114,0.2214,0.0022,0.1418,0.3158,0.251,-0.332,-0.3482,-0.4286,0.6572,0.4286,-0.7714,-0.3714,-0.3142,0.9428,-0.017,0.322,0.5254,0.7528,0.8652,-1,-1,-1,-1,-0.9122,0.9356,-0.9386,-1,-1,-1,-1,-0.9392,-1,-1,-1,-0.9934,-0.4234,-0.9,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.8858,1,-0.8286,0.2,-1,0.9062,0.9198,0.9492,1,1,0.8976,-0.68,0.247,0.3666,0.0068,0.8368,0.8096,0.8096,0.2192,0.6364,0.615,0.3048,0.2942,0.1954,0.1328,0.5704,0.6718,1,0.0078,-0.0624,0.0782,1,-1,-1,-1,-1,-1,-1,13
-0.3208,-0.2082,-0.0854,0.0956,0.8772,0.6724,-0.0858,0.0318,0.1334,0.8032,0.5266,0.7566,0.8696,0.7222,0.6296,0.2212,0.7532,0.7276,-0.068,0.0298,0.6674,0.289,0.975,0.4304,0.2724,0.3222,-0.16,-0.16,0.4138,-0.5094,-0.248,-0.316,-0.1802,-0.2324,-0.3472,-0.1482,0.4074,0.3334,0.1482,0.074,0,0.6296,-0.4358,0.2308,0.5384,0.7722,0.8482,-1,-1,-1,-1,-0.867,0.482,-0.9464,-1,-1,-1,-1,-0.7476,-1,-1,-1,-0.9534,-0.2934,-0.5734,-1,-1,-1,-1,-1,-1,-0.5428,1,1,-0.5428,-0.8,1,-0.7142,-0.6858,-1,0.905,0.912,0.9402,1,1,0.7986,-0.64,0.0588,1,-0.6,-0.2154,-0.123,0.8616,0.6142,0.2572,-0.2,0.8142,0.3714,0.5532,0.3404,0.1382,0.4788,0.9042,0.2978,0.3086,0.1382,-1,-1,1,-0.6,-1,-1,-0.6666,13
-0.152,-0.396,-0.368,-0.08,0.972,0.716,-0.2058,-0.161,0.1068,0.5918,0.489,0.6846,0.8992,0.2414,0.0962,0.5586,1,-0.2988,0.275,-0.012,0.8278,-0.088,-0.0176,-0.0372,-0.2682,-0.0136,-0.2876,-0.4482,0.0646,-0.3346,0.8448,0.2898,-0.2816,0.2244,0.0654,-0.2352,0.9412,0.4118,-0.2352,-0.2352,-0.5882,0.5294,-0.1666,0.6666,0.5556,0.1326,-0.2048,-1,-1,-1,-1,-0.926,0.7382,-0.943,-1,-1,-1,-1,-0.6158,-1,-1,-1,-0.9306,-0.4674,-0.3768,-0.8734,-1,-1,-1,-1,-1,-0.8,1,1,0.0858,-0.7428,0.2572,-0.2286,-0.8858,-1,0.6824,0.6848,0.706,0.7798,0.889,0.756,-0.6266,0.2352,0.0584,-0.6774,-0.2904,-0.0646,0.8064,0.3334,0.3636,0.0152,0.9696,0.4696,0.6578,0.3582,-0.0482,0.2942,0.9144,0.1764,0.2728,0.155,-1,-1,1,-1,-1,-0.2,-0.6334,14
-0.3866,-0.1688,-0.6152,-0.1724,1,0.7604,-0.0414,-0.204,-0.05,0.846,0.2332,0.563,0.7306,0.2444,0.2084,0.7166,0.8964,0.071,0.5662,0.2476,0.891,0.0142,0.2122,0.0828,-0.1394,0.095,0.0748,0.0788,0.5272,-0.0788,0.6104,-0.0452,-0.4632,0.0926,-0.1116,-0.4054,0.7298,-0.081,-0.3514,-0.2972,-0.3514,0.7298,-0.2308,0.4872,0.4872,0.038,0.0886,-1,-1,-1,-1,-0.9562,0.9636,-0.9368,-1,-1,-1,-1,-0.9694,-1,-1,-1,-0.92,-0.81,-0.45,-1,-1,-1,-1,-1,-1,-1,-0.2,1,1,-0.4572,1,-0.4,-0.5428,-1,0.794,0.8218,0.8484,0.9144,1,0.8302,-0.64,0.153,0.3416,-0.0278,0.5278,1,0.3612,0.1598,0.5502,0.5384,0.3846,0.2662,0.4524,0.4166,0.5834,0.8096,0.5,0.3452,0.238,-0.1428,1,-1,-1,-1,-1,-0.8,-1,14
-0.5116,0.5016,-0.2146,-0.3664,0.2508,-0.0034,1,-0.1888,-0.3572,0.1232,0.6006,0.9672,0.795,0.4524,0.0366,0.0014,0.754,-0.1546,-0.6088,-0.6214,0.9016,-0.0298,-0.6732,-0.6978,-0.666,-0.7856,-0.6098,-0.6414,-0.434,-0.3532,0.6312,-0.2128,-0.6844,-0.4964,-0.6986,-0.6666,0.381,1,1,0.9048,0.1428,0.9524,-0.4694,0.3062,0.6326,0.4158,-0.0338,-1,-1,-1,-1,-0.9676,0.8662,-0.919,-1,-1,-1,-1,-0.966,-1,-1,-1,-0.9534,-0.6634,-0.83,-1,-1,-1,-1,-1,-1,-1,1,1,1,-0.2,-0.8286,-0.6,-0.6286,-1,1,1,1,1,1,1,-0.5466,0.0824,1,-0.1628,0.5348,0.3954,0.4884,0.2826,0.8044,0.3044,0.2392,0.7826,0.8,1,-0.0364,0.1454,0.3454,0.7272,0.691,0.4546,-1,-1,1,-1,-1,-1,-0.8334,15
